data_lancamento,total_jogos,jogadores_simultaneos,avaliacoes_totais,preco_medio
2015-12-09,8,33,3937,11.116249999999999
2015-12-10,18,532,25363,5.347777777777778
2015-12-11,8,3,1544,7.9925
2015-12-14,7,9406,216443,10.565714285714288
2015-12-15,10,6,16602,4.2410000000000005
2015-12-16,4,4,3543,2.2075
2015-12-17,8,104,17634,11.491249999999999
2015-12-18,16,228,11796,5.488125
2015-12-21,15,14,10416,5.666
2015-12-22,4,20,10062,3.995
2015-12-23,3,0,304,3.8233333333333337
2015-12-24,3,3,374,9.323333333333332
2015-12-25,1,0,655,2.99
2015-12-28,1,1,2027,4.99
2015-12-29,1,0,99,0.0
2015-12-30,1,0,35,9.99
2015-12-31,2,0,200,2.99
2016-01-01,1,1,2862,0.0
2016-01-04,5,9,18508,3.5900000000000007
2016-01-05,9,5,3400,2.6466666666666665
2016-01-06,3,0,866,2.66
2016-01-07,6,10,2730,6.906666666666666
2016-01-08,15,256,37776,6.356
2016-01-11,7,2,4746,5.468571428571429
2016-01-12,7,2,2264,4.775714285714286
2016-01-13,3,196,1981,0.19666666666666666
2016-01-14,7,31,13858,5.832857142857143
2016-01-15,14,349,52389,6.8378571428571435
2016-01-18,7,3,2278,7.777142857142857
2016-01-19,12,4841,282710,9.112499999999999
2016-01-20,6,24,9305,13.823333333333332
2016-01-21,9,121,31437,4.858888888888889
2016-01-22,13,134,40472,4.11
2016-01-25,6,1421,11890,5.16
2016-01-26,11,211,30066,8.355454545454545
2016-01-27,12,519,28534,4.115833333333334
2016-01-28,9,58,20568,7.474444444444444
2016-01-29,12,1071,79170,4.981666666666667
2016-02-01,12,88,43826,4.242500000000001
2016-02-02,6,6747,177961,6.741666666666667
2016-02-03,10,5,6236,5.3420000000000005
2016-02-04,7,3520,195414,14.642857142857142
2016-02-05,1,0,241,0.0
2016-02-08,1,4,352,0.0
2016-02-09,7,862,229022,19.012857142857143
2016-02-10,1,0,139,0.0
2016-02-11,8,7,1463,6.9925
2016-02-12,12,10,5879,6.410833333333334
2016-02-15,12,199,78685,5.979166666666667
2016-02-16,8,3,3851,2.3312500000000003
2016-02-17,6,48,2939,4.3
2016-02-18,14,1722,100490,8.49
2016-02-19,10,1070,29984,3.118
2016-02-22,11,22,6535,3.674545454545455
2016-02-23,8,1045,21449,7.335
2016-02-24,10,1438,53103,7.8420000000000005
2016-02-25,20,19111,366405,8.8365
2016-02-26,10,50683,891309,7.962000000000001
2016-02-28,1,6,8061,3.49
2016-02-29,11,249,35122,7.369999999999999
2016-03-01,13,268,12713,6.452307692307692
2016-03-02,8,14,7517,7.9925
2016-03-03,14,8,5937,5.021428571428571
2016-03-04,22,381,67611,6.309545454545455
2016-03-07,9,802,97776,8.214444444444444
2016-03-08,7,60,3346,6.994285714285715
2016-03-09,4,1,1594,4.99
2016-03-10,9,141,18028,7.38
2016-03-11,9,47,37977,5.213333333333334
2016-03-14,7,52,24634,3.6999999999999997
2016-03-15,7,23,7309,3.565714285714286
2016-03-16,7,26,2818,2.79
2016-03-17,7,3,1106,9.42
2016-03-18,14,10,12866,2.835714285714286
2016-03-19,1,0,57,1.99
2016-03-21,7,20,7881,4.385714285714286
2016-03-22,12,24,3600,7.175000000000001
2016-03-23,9,242,3559,11.668888888888889
2016-03-24,18,78,27747,9.797222222222222
2016-03-25,15,12,7030,6.6579999999999995
2016-03-28,7,164,23347,8.85
2016-03-29,16,15,6210,4.97625
2016-03-30,10,23,10252,10.033
2016-03-31,14,52,19951,7.057142857142857
2016-04-01,11,21,4673,3.556363636363636
2016-04-04,13,60,9522,7.2092307692307696
2016-04-05,35,1489,135803,5.6257142857142854
2016-04-06,4,0,676,4.41
2016-04-07,10,9,5079,5.931
2016-04-08,14,285,22756,6.684285714285714
2016-04-09,1,0,632,17.99
2016-04-11,5,4388,414584,16.292
2016-04-12,4,4,10246,8.92
2016-04-13,8,53,5099,4.6537500000000005
2016-04-14,13,363,18728,6.914615384615384
2016-04-15,10,6,2212,7.243
2016-04-16,1,0,3943,0.0
2016-04-17,1,7,1753,29.99
2016-04-18,9,213,30122,6.271111111111111
2016-04-19,14,259,55616,5.902142857142857
2016-04-20,10,218,30441,7.266
2016-04-21,13,30575,508752,5.522307692307693
2016-04-22,20,31,8564,5.016
2016-04-23,1,0,252,4.99
2016-04-24,1,2,1111,0.0
2016-04-25,7,5,2205,6.848571428571428
2016-04-26,6,3,3828,2.9116666666666666
2016-04-27,13,242,72371,5.950769230769231
2016-04-28,20,177,20089,6.346500000000001
2016-04-29,16,30,3573,8.163125
2016-04-30,1,0,267,0.0
2016-05-01,1,0,32,2.99
2016-05-02,7,1,1274,3.2785714285714285
2016-05-03,12,29,13820,6.001666666666668
2016-05-04,6,10,5987,2.125
2016-05-05,13,126,7757,3.6084615384615386
2016-05-06,14,18,19676,6.636428571428572
2016-05-07,2,0,979,2.34
2016-05-08,1,3,1374,0.0
2016-05-09,5,13736,185644,12.690000000000001
2016-05-10,8,59,2946,7.69125
2016-05-11,7,2,2078,4.561428571428571
2016-05-12,14,2381,234280,9.450000000000001
2016-05-13,8,112,38787,7.08375
2016-05-14,2,0,437,0.245
2016-05-15,1,0,574,11.99
2016-05-16,3,1,679,6.326666666666667
2016-05-17,10,79,40661,6.83
2016-05-18,7,13,4029,5.807142857142857
2016-05-19,13,8,3986,5.024615384615384
2016-05-20,10,26,16850,5.595000000000001
2016-05-22,1,0,146,3.99
2016-05-23,2,1,580,2.495
2016-05-24,7,328,54107,9.495714285714286
2016-05-25,5,8,1932,9.18
2016-05-26,13,16,3876,8.261538461538462
2016-05-27,15,1163,11727,3.2600000000000002
2016-05-29,2,0,374,5.69
2016-05-30,7,81,2181,2.742857142857143
2016-05-31,16,576,51896,3.7112499999999997
2016-06-01,18,19,9303,5.975555555555555
2016-06-02,22,815,33440,9.219090909090909
2016-06-03,21,28,12593,4.331428571428571
2016-06-04,1,1,306,0.99
2016-06-05,1,0,17,0.99
2016-06-06,10,32119,346701,13.171000000000001
2016-06-07,10,66,13806,6.573
2016-06-08,7,38,1853,2.3942857142857146
2016-06-09,12,4,17992,8.075833333333334
2016-06-10,15,29,19331,5.257333333333333
2016-06-11,3,1,113,3.33
2016-06-12,1,0,29,0.99
2016-06-13,9,21,6362,4.2411111111111115
2016-06-14,13,44889,800398,5.723846153846154
2016-06-15,12,17,6150,4.741666666666667
2016-06-16,10,37,17920,3.693
2016-06-17,14,36,8797,4.476428571428571
2016-06-19,1,0,36,0.0
2016-06-20,7,24,4872,6.918571428571428
2016-06-21,14,86,48364,6.685714285714285
2016-06-22,13,2,3691,4.837692307692308
2016-06-23,5,4,750,2.7920000000000003
2016-06-24,1,1,108,0.0
2016-06-26,1,0,115,1.99
2016-06-27,4,28,9581,9.24
2016-06-28,3,1521,74211,3.33
2016-06-29,2,27,4452,27.490000000000002
2016-06-30,4,1,512,5.1175
2016-07-01,7,5,2697,11.135714285714286
2016-07-04,5,1,368,5.390000000000001
2016-07-05,13,203,52083,10.221538461538461
2016-07-06,5,5,11006,4.5920000000000005
2016-07-07,17,142,74259,4.4929411764705875
2016-07-08,12,44,8041,4.865833333333334
2016-07-09,1,2,162,1.99
2016-07-10,1,0,122,0.99
2016-07-11,11,10,6929,7.671818181818182
2016-07-12,12,86,22396,7.9425
2016-07-13,10,5,6658,2.841
2016-07-14,12,10,3835,5.701666666666667
2016-07-15,10,2,5270,4.458
2016-07-16,1,0,259,1.99
2016-07-17,2,1,224,0.245
2016-07-18,6,73,11872,4.908333333333333
2016-07-19,16,15,9128,7.753125
2016-07-20,9,39,10590,4.282222222222222
2016-07-21,21,282,13136,5.301428571428572
2016-07-22,15,1844,381187,5.084666666666666
2016-07-25,11,195,26928,6.539090909090908
2016-07-26,13,3,2853,4.253846153846154
2016-07-27,4,8,4442,4.99
2016-07-28,9,4,5504,9.045555555555556
2016-07-29,12,2,2567,3.7125000000000004
2016-07-30,2,0,105,4.995
2016-08-01,11,32,7553,5.8100000000000005
2016-08-02,13,201,71443,8.84153846153846
2016-08-03,13,84,26998,4.024615384615385
2016-08-04,14,115,5443,3.7457142857142856
2016-08-05,8,22,8659,7.065
2016-08-06,2,0,210,2.49
2016-08-07,2,0,99,0.75
2016-08-08,10,2,3204,3.592
2016-08-09,15,246,19768,4.2266666666666675
2016-08-10,10,59,5133,5.442
2016-08-11,8,11,13601,3.4625
2016-08-12,10,12294,355343,10.594
2016-08-13,1,0,15,0.0
2016-08-14,5,5,749,6.290000000000001
2016-08-15,10,63,5943,6.172
2016-08-16,11,5,3650,5.871818181818182
2016-08-17,8,5,2450,2.4925
2016-08-18,12,21,7841,1.9191666666666667
2016-08-19,9,0,1547,3.717777777777778
2016-08-20,1,0,313,0.0
2016-08-21,1,0,12,4.99
2016-08-22,9,12,5435,8.102222222222222
2016-08-23,11,451,64454,9.04
2016-08-24,13,143,20350,7.992307692307692
2016-08-25,23,405,27163,8.83695652173913
2016-08-26,16,8,6610,5.61625
2016-08-28,1,0,22,0.0
2016-08-29,22,248,22379,8.959090909090909
2016-08-30,10,42,29921,11.11
2016-08-31,12,721,62397,8.134166666666667
2016-09-01,13,54,10648,3.8984615384615386
2016-09-02,21,44,13912,4.867619047619048
2016-09-03,1,0,74,0.49
2016-09-05,9,16,13576,9.213333333333333
2016-09-06,8,2,1689,5.59625
2016-09-07,5,4,2435,3.564
2016-09-08,18,231,41274,6.745
2016-09-09,14,81,5980,6.383571428571429
2016-09-10,3,87,6556,3.4933333333333336
2016-09-11,1,0,149,2.99
2016-09-12,12,48,10725,2.9925
2016-09-13,13,16,8973,5.483846153846154
2016-09-14,10,5,3542,6.0729999999999995
2016-09-15,16,628,94414,5.929375
2016-09-16,9,3,6749,2.647777777777778
2016-09-18,2,2,254,2.495
2016-09-19,4,1,268,2.245
2016-09-20,13,505,28545,6.764615384615384
2016-09-21,6,35,2872,7.25
2016-09-22,24,52,24758,8.219583333333333
2016-09-23,8,11,1993,5.0275
2016-09-25,1,0,344,19.99
2016-09-26,11,14,12693,4.237272727272727
2016-09-27,8,68,20916,8.11875
2016-09-28,16,23,19604,3.7624999999999997
2016-09-29,26,121,43056,8.195769230769232
2016-09-30,15,73,7438,4.239333333333334
2016-10-01,4,3,475,2.245
2016-10-02,2,3,712,15.989999999999998
2016-10-03,12,6,5038,4.910833333333334
2016-10-04,10,702,50924,9.081999999999999
2016-10-05,10,4,4534,4.393
2016-10-06,17,876,59799,5.521176470588236
2016-10-07,16,122,23927,5.51
2016-10-08,1,0,339,0.49
2016-10-10,10,18,12529,7.0760000000000005
2016-10-11,8,108,10378,4.745
2016-10-12,10,96,5362,5.393
2016-10-13,14,79,38597,7.707857142857143
2016-10-14,26,34,15323,4.556538461538461
2016-10-16,1,0,11,4.99
2016-10-17,12,124,7133,6.015000000000001
2016-10-18,12,904,184318,3.9933333333333336
2016-10-19,17,190,12884,5.455882352941177
2016-10-20,15,25535,361466,10.052
2016-10-21,15,123,23273,2.1666666666666665
2016-10-23,1,0,105,0.99
2016-10-24,13,1265,117628,5.43076923076923
2016-10-25,18,187,22731,5.511666666666667
2016-10-26,20,15,8139,4.436
2016-10-27,27,26891,429910,5.92
2016-10-28,19,14,4574,4.535789473684211
2016-10-30,1,0,30,7.99
2016-10-31,7,2,1674,8.775714285714285
2016-11-01,13,8,8447,7.140769230769231
2016-11-02,10,2,2576,7.391
2016-11-03,12,1459,85299,12.133333333333333
2016-11-04,16,28,15314,8.271875
2016-11-05,2,0,268,1.24
2016-11-06,1,1,41,6.99
2016-11-07,9,986,52518,4.947777777777778
2016-11-08,9,99,18533,5.293333333333333
2016-11-09,13,6231,195756,3.493076923076923
2016-11-10,13,75,20979,9.145384615384616
2016-11-11,17,309,65455,8.578235294117647
2016-11-12,1,0,26,9.99
2016-11-13,1,0,33,5.99
2016-11-14,11,10,2039,1.7672727272727273
2016-11-15,15,16,8698,5.3919999999999995
2016-11-16,14,113,16566,4.771428571428571
2016-11-17,18,761,105723,8.374444444444444
2016-11-18,15,4521,137734,7.674
2016-11-20,1,0,1031,0.0
2016-11-21,10,6,4371,4.412000000000001
2016-11-22,12,73,35969,3.6174999999999997
2016-11-23,12,38,1806,5.324166666666667
2016-11-24,6,2,1213,8.073333333333332
2016-11-25,5,36,255,11.192
2016-11-26,1,0,45,1.99
2016-11-27,1,1,412,0.0
2016-11-28,6,871,87302,12.033333333333333
2016-11-29,10,122,20087,5.599
2016-11-30,13,31,3415,5.423846153846155
2016-12-01,19,5,7099,6.1889473684210525
2016-12-02,16,142,35429,8.678125
2016-12-04,3,2,3850,0.49666666666666665
2016-12-05,12,10,8916,6.326666666666667
2016-12-06,10,259,52848,11.092
2016-12-07,16,82,7855,5.788125
2016-12-08,19,84,57682,4.545789473684211
2016-12-09,16,34,7217,10.799999999999999
2016-12-10,2,4,205,7.995
2016-12-11,2,0,91,7.99
2016-12-12,6,173,11698,4.703333333333333
2016-12-13,21,126,10152,7.036190476190476
2016-12-14,11,481,40452,7.52909090909091
2016-12-15,26,217,7114,5.788076923076924
2016-12-16,25,19,8757,5.6975999999999996
2016-12-17,3,0,1308,14.49
2016-12-18,5,13,4776,0.398
2016-12-19,11,19,9166,4.8545454545454545
2016-12-20,13,125,20751,5.308461538461539
2016-12-21,16,6,5666,3.77375
2016-12-22,13,115,9775,5.30076923076923
2016-12-23,2,0,304,0.0
2016-12-26,1,0,37,0.99
2016-12-27,5,1,741,8.29
2016-12-28,9,4,5869,3.158888888888889
2016-12-29,5,0,396,4.152
2016-12-30,7,85,5694,3.3485714285714288
2016-12-31,1,0,32,0.0
2017-01-02,8,2,1391,3.81625
2017-01-03,5,291,51910,4.192
2017-01-04,7,0,1356,3.992857142857143
2017-01-05,8,62,4415,5.890000000000001
2017-01-06,8,0,1034,1.9975
2017-01-07,2,4,402,6.24
2017-01-09,6,12,850,8.323333333333332
2017-01-10,9,44,4483,3.268888888888889
2017-01-11,4,17,1449,7.2425
2017-01-12,9,30,25531,2.9955555555555557
2017-01-13,11,6,3214,5.636363636363637
2017-01-14,1,0,321,0.0
2017-01-16,8,1,2252,12.1775
2017-01-17,10,5,1685,6.779999999999999
2017-01-18,5,1,843,5.928
2017-01-19,16,70,4227,4.551875
2017-01-20,17,7,4778,5.964705882352941
2017-01-21,1,0,32,0.0
2017-01-22,1,0,5,9.99
2017-01-23,9,792,98827,4.325555555555556
2017-01-24,9,30,4757,5.825555555555556
2017-01-25,3,0,325,9.323333333333332
2017-01-26,11,87,23798,9.63090909090909
2017-01-27,10,9,4401,6.590999999999999
2017-01-28,2,0,295,1.495
2017-01-29,4,2,388,3.9925
2017-01-30,12,46,5439,5.575833333333333
2017-01-31,13,19,17738,2.270769230769231
2017-02-01,11,34778,243370,2.722727272727273
2017-02-02,19,66,20834,6.18
2017-02-03,10,165,31198,5.083
2017-02-04,1,0,122,0.0
2017-02-05,3,3,4506,1.6600000000000001
2017-02-06,13,80,11472,3.8546153846153848
2017-02-07,11,15,6296,6.729090909090909
2017-02-08,17,58,5421,2.7600000000000002
2017-02-09,11,12,3618,5.2690909090909095
2017-02-10,12,1,1508,3.000833333333333
2017-02-11,1,0,189,0.49
2017-02-13,12,5969,210914,12.623333333333333
2017-02-14,16,47,15133,6.9712499999999995
2017-02-15,13,15,11944,4.876923076923077
2017-02-16,10,2211,180064,6.848999999999999
2017-02-17,16,357,32602,3.4175
2017-02-20,15,46,6269,4.323333333333334
2017-02-21,13,124,33327,12.446153846153846
2017-02-22,9,17,5919,5.502222222222223
2017-02-23,11,2,3247,3.710909090909091
2017-02-24,15,5034,452517,4.493333333333334
2017-02-27,14,126,52734,8.392142857142856
2017-02-28,8,2,1335,8.866249999999999
2017-03-01,3,11,3563,7.656666666666666
2017-03-02,7,64,7446,2.5085714285714285
2017-03-03,13,161,96869,1.9946153846153847
2017-03-06,8,1670,103913,10.86625
2017-03-07,9,46,18749,7.774444444444445
2017-03-08,10,39,10492,11.459
2017-03-09,14,7,7790,7.374285714285714
2017-03-10,17,16,7297,3.765294117647059
2017-03-11,1,0,792,5.99
2017-03-13,7,7,2519,7.171428571428572
2017-03-14,13,83,16022,6.376153846153846
2017-03-15,9,10,3340,4.9655555555555555
2017-03-16,17,247,59446,7.274117647058823
2017-03-17,20,727,152739,8.013
2017-03-18,1,0,30,0.99
2017-03-20,9,116,8756,3.1822222222222223
2017-03-21,6,41,1571,10.459999999999999
2017-03-22,6,2,604,4.793333333333334
2017-03-23,9,64,25253,8.602222222222222
2017-03-24,16,1185,40282,9.504375
2017-03-25,1,0,200,4.99
2017-03-27,8,30,3482,4.87
2017-03-28,20,1600,93463,8.9515
2017-03-29,8,1002,92306,1.275
2017-03-30,12,504,32238,7.857499999999999
2017-03-31,19,130,14248,2.8878947368421053
2017-04-02,2,0,163,3.995
2017-04-03,6,8,1444,6.991666666666667
2017-04-04,8,119,13103,7.67875
2017-04-05,12,58,7127,5.3500000000000005
2017-04-06,13,10,5934,4.182307692307693
2017-04-07,14,132,14139,6.456428571428572
2017-04-08,1,2,1155,0.0
2017-04-09,3,1,484,2.66
2017-04-10,8,4,2841,7.24125
2017-04-11,17,185,54644,10.958235294117646
2017-04-12,6,2,1984,1.6600000000000001
2017-04-13,13,24,9226,3.726153846153846
2017-04-14,12,2,1875,4.605833333333334
2017-04-16,1,0,128,0.0
2017-04-17,8,2,1938,8.57875
2017-04-18,25,74,20318,7.989199999999999
2017-04-19,12,383,29833,4.91
2017-04-20,10,373,34735,8.373
2017-04-21,13,8,9855,7.123846153846154
2017-04-23,1,15,214,0.99
2017-04-24,11,325,126266,8.218181818181817
2017-04-25,15,1091,37657,13.01
2017-04-26,6,2,4482,4.658333333333334
2017-04-27,18,419,170489,13.101666666666667
2017-04-28,19,25,5104,4.494736842105263
2017-04-29,2,0,283,1.9900000000000002
2017-04-30,1,3,139,0.49
2017-05-01,8,2,1298,5.1775
2017-05-02,5,31,2323,8.192
2017-05-03,10,56,7756,6.082
2017-05-04,11,264,54410,8.422727272727274
2017-05-05,14,149,8270,5.539285714285714
2017-05-08,9,41,53053,6.493333333333333
2017-05-09,8,11,3932,12.271249999999998
2017-05-10,6,0,7467,9.156666666666666
2017-05-11,8,9,1747,5.2425
2017-05-12,11,93,15929,2.601818181818182
2017-05-15,11,93,12349,4.773636363636364
2017-05-16,11,8,3259,5.267272727272727
2017-05-17,10,7,5871,4.131
2017-05-18,16,1064,123087,14.12125
2017-05-19,12,73,4621,2.5708333333333333
2017-05-21,3,0,1631,0.8233333333333333
2017-05-22,7,16031,155724,6.648571428571429
2017-05-23,13,59,17811,13.764615384615384
2017-05-24,6,14378,97869,8.465
2017-05-25,9,126,118536,10.935555555555556
2017-05-26,16,129,23600,8.135
2017-05-27,2,2,4921,12.495
2017-05-29,11,9,9597,6.129090909090909
2017-05-30,11,542,67573,9.863636363636363
2017-05-31,17,30,43513,10.403529411764705
2017-06-01,14,620,107935,7.190714285714286
2017-06-02,12,27,9947,4.9575000000000005
2017-06-03,2,1,143,2.85
2017-06-05,10,44,6380,7.243
2017-06-06,9,86,14969,13.435555555555556
2017-06-07,7,53,3294,4.207142857142857
2017-06-08,18,60,26882,6.2411111111111115
2017-06-09,15,4,2957,4.326666666666667
2017-06-12,5,1,1719,6.194
2017-06-13,6,84,7094,5.16
2017-06-14,5,10,2099,11.652000000000001
2017-06-15,17,780,24849,9.256470588235295
2017-06-16,12,205,9954,5.239166666666667
2017-06-19,8,0,1803,2.66125
2017-06-20,11,371,37923,9.06181818181818
2017-06-21,8,90,7492,6.66625
2017-06-22,11,3,12217,4.164545454545455
2017-06-23,3,0,130,3.9233333333333333
2017-06-24,1,5,74,4.99
2017-06-25,1,0,75,3.99
2017-06-26,3,1,4197,0.9933333333333333
2017-06-27,9,50,8505,6.551111111111111
2017-06-28,7,11,3506,6.992857142857142
2017-06-29,7,9,3036,5.42
2017-06-30,12,220,17033,3.983333333333334
2017-07-01,1,0,3,4.99
2017-07-03,6,1,615,4.658333333333334
2017-07-04,9,3,1571,2.3822222222222225
2017-07-05,5,1,1342,2.5940000000000003
2017-07-06,14,7,1328,3.8135714285714286
2017-07-07,13,10408,557025,4.224615384615385
2017-07-08,2,0,85,2.79
2017-07-10,5,5,1097,1.842
2017-07-11,6,7,4152,4.618333333333333
2017-07-12,11,219,5674,11.133636363636363
2017-07-13,20,198,14735,5.259
2017-07-14,22,767,24329,7.422272727272728
2017-07-15,3,1,5464,3.3266666666666667
2017-07-16,7,0,1607,2.507142857142857
2017-07-17,7,2,5504,6.164285714285714
2017-07-18,8,26,39159,2.43
2017-07-19,14,4,11269,5.221428571428571
2017-07-20,27,381,54398,6.307037037037037
2017-07-21,19,22,7761,5.623157894736842
2017-07-22,4,0,289,3.4925
2017-07-23,1,0,67,2.99
2017-07-24,6,4,1996,4.158333333333333
2017-07-25,16,266,26098,12.275
2017-07-26,15,2236,68296,5.926
2017-07-27,24,3779,143507,9.158333333333333
2017-07-28,18,213,58774,4.9911111111111115
2017-07-29,2,1,359,2.74
2017-07-30,3,15,1434,0.9933333333333333
2017-07-31,18,34,10436,3.559444444444445
2017-08-01,20,3445,262421,6.612
2017-08-02,21,105,10400,6.174761904761904
2017-08-03,15,251,26187,10.593333333333334
2017-08-04,15,7,6759,6.392666666666667
2017-08-05,1,3,116,0.0
2017-08-07,14,77,78640,5.622857142857143
2017-08-08,14,114,23299,6.849285714285714
2017-08-09,15,23,5929,6.747333333333333
2017-08-10,14,59,13826,5.635714285714286
2017-08-11,16,197,17363,4.97375
2017-08-12,2,0,598,12.495
2017-08-13,1,0,43,0.99
2017-08-14,8,18,3909,6.49
2017-08-15,25,23,23358,5.9216
2017-08-16,15,15,6526,5.357333333333333
2017-08-17,23,129,42672,4.736086956521739
2017-08-18,6,3,915,3.158333333333333
2017-08-19,1,0,49,2.99
2017-08-20,1,0,41,7.99
2017-08-21,8,214,32166,5.49375
2017-08-22,11,253,44661,6.7281818181818185
2017-08-23,14,188,11659,4.713571428571428
2017-08-24,12,82,138505,4.742500000000001
2017-08-25,20,88,15859,6.775
2017-08-26,1,13,3167,0.0
2017-08-27,3,22190,730568,7.326666666666667
2017-08-28,7,2792,70510,3.8785714285714286
2017-08-29,17,252,54772,11.433529411764706
2017-08-30,8,37,7711,12.303749999999999
2017-08-31,21,237,58635,8.456666666666667
2017-09-01,17,9,3831,3.987647058823529
2017-09-02,1,0,44,0.0
2017-09-03,2,0,261,0.245
2017-09-04,8,2,1680,1.7325
2017-09-05,3,17,4439,7.659999999999999
2017-09-06,6,2,999,3.985
2017-09-07,13,96,28196,6.012307692307692
2017-09-08,20,29,5572,4.599
2017-09-09,2,5,631,0.495
2017-09-11,10,58,1206,2.88
2017-09-12,15,11,7369,7.66
2017-09-13,15,61,11057,7.541333333333333
2017-09-14,29,3657,238104,8.191724137931034
2017-09-15,27,491,17765,5.311481481481481
2017-09-16,2,0,355,3.49
2017-09-17,3,1,439,9.856666666666667
2017-09-18,11,212,4707,6.372727272727272
2017-09-19,23,54,15482,7.712173913043478
2017-09-20,16,56,33948,7.225
2017-09-21,20,207,35231,6.840000000000001
2017-09-22,17,62,27614,4.323529411764706
2017-09-23,2,1,412,0.495
2017-09-24,3,0,128,0.33
2017-09-25,9,167,21832,5.971111111111111
2017-09-26,18,207,41474,12.213888888888889
2017-09-27,14,77,12733,5.63
2017-09-28,20,2149,259396,11.8185
2017-09-29,18,2082,191555,2.8844444444444446
2017-09-30,3,0,154,0.66
2017-10-01,2,0,108,4.49
2017-10-02,12,15,3152,4.575
2017-10-03,13,17,10981,7.318461538461539
2017-10-04,14,21,13834,2.422857142857143
2017-10-05,22,133,73914,6.869545454545454
2017-10-06,16,439,217877,6.385625
2017-10-07,5,0,738,2.618
2017-10-08,1,0,228,0.0
2017-10-09,10,1406,108484,7.168000000000001
2017-10-10,15,1,1547,5.117333333333334
2017-10-11,16,22,10135,4.18
2017-10-12,15,224,38846,9.627999999999998
2017-10-13,18,234,35568,5.987777777777778
2017-10-14,3,0,119,0.33
2017-10-15,3,1313,1498,0.66
2017-10-16,14,512,49643,9.077857142857143
2017-10-17,24,14332,411524,9.879583333333333
2017-10-18,24,127,9634,4.432916666666666
2017-10-19,25,76,29739,5.7528
2017-10-20,20,9,4485,4.772
2017-10-21,4,281,5947,0.495
2017-10-23,10,175,5300,4.619
2017-10-24,17,15,3854,10.138235294117647
2017-10-25,20,9,12826,3.085
2017-10-26,15,1925,165579,5.728666666666667
2017-10-27,18,27,12103,7.353333333333334
2017-10-28,2,0,50,0.495
2017-10-29,1,0,56,3.99
2017-10-30,14,832,41265,6.635714285714285
2017-10-31,31,60,26166,6.163870967741935
2017-11-01,17,60,7885,5.524117647058824
2017-11-02,25,436,58287,5.9848
2017-11-03,9,30,5399,4.547777777777778
2017-11-04,2,0,51,0.495
2017-11-05,1,0,74,0.0
2017-11-06,7,10,3547,3.5614285714285714
2017-11-07,14,330,52609,11.759285714285713
2017-11-08,6,154,71741,4.16
2017-11-09,12,19,2684,8.158333333333333
2017-11-10,21,8,4573,6.3047619047619055
2017-11-11,1,0,43,2.99
2017-11-12,4,4,4327,1.2475
2017-11-13,9,20,5309,2.2711111111111113
2017-11-14,19,156,13310,8.19157894736842
2017-11-15,11,8545,159464,3.2681818181818176
2017-11-16,12,1879,55666,5.427499999999999
2017-11-17,19,1792,99195,3.798421052631579
2017-11-18,1,0,55,4.99
2017-11-19,1,0,39,0.49
2017-11-20,12,702,18737,25.992500000000003
2017-11-21,8,37,3808,8.11625
2017-11-22,14,6,3679,3.207857142857143
2017-11-23,9,5,1325,2.6144444444444446
2017-11-24,14,28,7738,3.5614285714285714
2017-11-25,2,0,61,1.5899999999999999
2017-11-27,10,25,6569,5.294
2017-11-28,13,88,4806,9.053076923076922
2017-11-29,19,260,7496,7.150000000000001
2017-11-30,18,279,28519,10.492777777777778
2017-12-01,36,445,26531,4.133611111111112
2017-12-02,3,2,126,0.9933333333333333
2017-12-03,1,0,310,2.99
2017-12-04,14,127,31578,7.814285714285714
2017-12-05,11,109,6128,9.355454545454545
2017-12-06,19,209,81643,3.797894736842105
2017-12-07,21,261,36566,6.729047619047619
2017-12-08,23,146,24646,6.49304347826087
2017-12-11,11,895,12381,7.315454545454545
2017-12-12,16,709,82479,10.038125
2017-12-13,14,238,6415,2.5650000000000004
2017-12-14,23,216,49079,6.168695652173913
2017-12-15,16,16,4785,9.383125
2017-12-16,2,0,116,3.99
2017-12-17,3,1,290,1.3266666666666667
2017-12-18,25,155,11150,5.3384
2017-12-19,11,168,12550,5.675454545454546
2017-12-20,16,79,10941,4.2250000000000005
2017-12-21,16,314837,2572902,8.065
2017-12-22,11,5,1810,2.4927272727272727
2017-12-23,4,4,953,0.66
2017-12-24,1,1,459,1.99
2017-12-25,2,1,466,1.395
2017-12-26,5,0,358,2.102
2017-12-27,12,0,1090,2.5
2017-12-28,9,0,564,3.768888888888889
2017-12-29,12,4696,215946,1.3041666666666667
2017-12-30,2,86,9214,6.74
2017-12-31,5,0,412,1.9940000000000002
2018-01-01,3,0,195,3.6566666666666667
2018-01-02,6,0,891,1.8250000000000002
2018-01-03,4,2,539,0.6174999999999999
2018-01-04,11,912,21988,1.8481818181818184
2018-01-05,17,68,5245,5.89
2018-01-06,2,0,15,3.99
2018-01-08,6,3,769,2.5783333333333336
2018-01-09,11,40,9822,5.490909090909091
2018-01-10,7,50,1165,4.615714285714286
2018-01-11,10,115,13078,3.093
2018-01-12,11,186,16540,3.7572727272727273
2018-01-13,2,0,173,5.29
2018-01-14,3,1,282,2.7900000000000005
2018-01-15,10,15,1750,2.992
2018-01-16,14,1282,8966,8.385714285714284
2018-01-17,10,6,3749,5.242
2018-01-18,17,8,14438,6.261764705882353
2018-01-19,12,2,1078,4.865833333333334
