data_lancamento,total_jogos,jogadores_simultaneos,avaliacoes_totais,preco_medio
2021-11-15,15,3022,211123,5.126
2021-11-16,18,398,34459,11.334444444444443
2021-11-17,19,16,3817,5.636315789473684
2021-11-18,24,16,7230,7.774166666666666
2021-11-19,19,2785,300168,8.254736842105263
2021-11-20,3,1,424,2.5833333333333335
2021-11-21,2,5419,84518,17.99
2021-11-22,8,38,16496,5.26875
2021-11-23,7,0,118,3.1342857142857143
2021-11-24,11,0,1737,6.677272727272728
2021-11-25,7,0,155,2.665714285714286
2021-11-26,14,114,9295,5.335
2021-11-27,2,0,5,10.99
2021-11-28,2,0,49,5.99
2021-11-29,11,25,2701,5.426363636363636
2021-11-30,19,60,3376,6.75
2021-12-01,18,1672,55251,11.285
2021-12-02,26,2131,76444,6.937307692307693
2021-12-03,26,1666,58411,10.417692307692308
2021-12-04,5,0,49,3.9900000000000007
2021-12-05,4,0,93,3.39
2021-12-06,7,21,5893,12.275714285714285
2021-12-07,21,197,13636,7.309523809523809
2021-12-08,12,40,2166,6.674166666666667
2021-12-09,18,66,10325,18.1
2021-12-10,18,725,13491,20.90777777777778
2021-12-11,2,1,1058,4.49
2021-12-12,5,32,1410,7.090000000000001
2021-12-13,7,4,669,7.359999999999999
2021-12-14,12,52,4729,7.236666666666667
2021-12-15,24,1,1573,4.803333333333334
2021-12-16,22,482,84051,9.15409090909091
2021-12-17,18,8190,497954,11.59
2021-12-18,7,0,194,5.362857142857143
2021-12-19,2,0,228,1.245
2021-12-20,11,24,894,3.227272727272727
2021-12-21,13,20,3407,9.163076923076924
2021-12-22,16,64,3404,13.01875
2021-12-23,5,0,438,9.192
2021-12-24,9,53,5200,2.214444444444444
2021-12-26,1,0,36,0.0
2021-12-27,12,1,504,3.7883333333333336
2021-12-28,5,0,230,4.022
2021-12-29,8,0,58,3.2037500000000003
2021-12-30,6,0,162,6.008333333333333
2021-12-31,14,3,6261,5.095714285714286
2022-01-01,3,0,324,1.6600000000000001
2022-01-03,3,0,113,6.656666666666666
2022-01-04,5,2,516,2.684
2022-01-05,11,2,1580,5.8090909090909095
2022-01-06,20,20,6641,7.836499999999999
2022-01-07,26,94,18533,6.968076923076923
2022-01-08,7,22,885,5.132857142857143
2022-01-09,2,0,21,4.49
2022-01-10,12,55,4654,5.175
2022-01-11,10,3,852,3.341
2022-01-12,11,3810,113589,10.992727272727274
2022-01-13,17,37,3855,10.109411764705882
2022-01-14,12,1418,163761,10.4925
2022-01-15,6,0,208,2.828333333333333
2022-01-16,2,0,10,2.99
2022-01-17,13,5,3223,4.230769230769231
2022-01-18,14,543,43724,12.962857142857143
2022-01-19,10,99,4291,11.89
2022-01-20,21,2731,174213,10.799523809523809
2022-01-21,21,331,72152,10.201904761904762
2022-01-22,2,0,9,7.99
2022-01-23,3,0,10,1.3266666666666669
2022-01-24,13,31,4917,4.345384615384615
2022-01-25,14,476,18491,8.965714285714286
2022-01-26,6,751,46534,8.16
2022-01-27,17,13,7849,11.432941176470589
2022-01-28,17,151,6542,7.725882352941177
2022-01-29,3,0,29,3.9066666666666667
2022-01-30,4,0,74,2.2425
2022-01-31,13,0,132,3.6061538461538465
2022-02-01,7,153,8823,7.675714285714285
2022-02-02,10,3,1017,6.506
2022-02-03,10,4223,195195,11.592
2022-02-04,17,2,1587,4.562941176470589
2022-02-05,2,0,21,5.99
2022-02-06,5,59,4225,4.812
2022-02-07,10,15,3967,7.517
2022-02-08,10,10,2356,5.767
2022-02-09,16,466,10465,6.303125
2022-02-10,25,80,8204,9.3652
2022-02-11,26,17572,207900,5.910769230769231
2022-02-12,2,2,2485,1.49
2022-02-13,5,2,417,4.792
2022-02-14,12,8,4107,6.008333333333334
2022-02-15,15,5,1408,7.957333333333334
2022-02-16,13,17047,129926,15.605384615384615
2022-02-17,16,109,10024,4.39125
2022-02-18,9,0,528,5.203333333333333
2022-02-19,4,0,166,7.49
2022-02-20,5,0,64,11.592
2022-02-21,14,7,922,5.052857142857143
2022-02-22,18,137,13984,9.307777777777778
2022-02-23,6,183,4666,7.8566666666666665
2022-02-24,17,29923,1072662,13.384705882352941
2022-02-25,13,1,637,6.375384615384615
2022-02-26,5,0,1512,2.692
2022-02-27,6,0,135,5.825
2022-02-28,13,8,1885,6.339230769230769
2022-03-01,20,189,25399,11.109
2022-03-02,15,64,2736,6.786666666666666
2022-03-03,19,20,3818,5.378947368421053
2022-03-04,17,13,2385,5.174705882352941
2022-03-05,3,3,131,10.323333333333332
2022-03-06,5,2,155,4.39
2022-03-07,15,13,3852,4.194
2022-03-08,14,3700,55793,6.079285714285715
2022-03-09,15,30,13535,8.734
2022-03-10,16,167,14325,9.004375
2022-03-11,17,6,2869,7.272941176470589
2022-03-12,7,0,429,5.204285714285715
2022-03-13,4,11,4133,5.99
2022-03-14,16,8,3972,7.468125000000001
2022-03-15,18,48,9724,6.258333333333333
2022-03-16,12,236,26370,11.385833333333332
2022-03-17,16,29,3616,11.96
2022-03-18,14,22,8265,8.47857142857143
2022-03-19,7,0,142,2.2485714285714287
2022-03-20,2,0,195,0.245
2022-03-21,10,10,2216,5.09
2022-03-22,7,1,252,5.305714285714286
2022-03-23,11,141,9626,8.69090909090909
2022-03-24,22,7479,80836,11.545454545454545
2022-03-25,21,56,7735,9.118571428571428
2022-03-26,4,4,406,6.5025
2022-03-27,7,50,2673,5.9142857142857155
2022-03-28,8,1,1931,7.24
2022-03-29,21,141,7697,6.588095238095238
2022-03-30,16,1641,41963,11.303125
2022-03-31,24,542,28523,10.257083333333334
2022-04-01,14,16,9718,3.87
2022-04-02,4,0,46,3.0775
2022-04-03,4,0,80,5.49
2022-04-04,6,7,383,2.84
2022-04-05,10,719,45560,7.1579999999999995
2022-04-06,11,0,371,4.8090909090909095
2022-04-07,19,131,11820,14.316842105263158
2022-04-08,15,365,1564,8.655333333333333
2022-04-09,3,0,32,2.3233333333333337
2022-04-10,1,0,85,0.0
2022-04-11,7,23,5498,3.6757142857142857
2022-04-12,11,188,8720,8.24090909090909
2022-04-13,13,49,5273,7.1461538461538465
2022-04-14,18,175,25261,8.263333333333334
2022-04-15,13,90,2758,4.476153846153846
2022-04-16,3,2,49,3.3233333333333337
2022-04-17,3,0,149,4.656666666666667
2022-04-18,7,3,1030,8.312857142857142
2022-04-19,10,22,5727,8.214
2022-04-20,16,192,12600,7.128125
2022-04-21,26,255,16360,8.274999999999999
2022-04-22,29,104,11886,8.568275862068965
2022-04-23,3,0,52,7.323333333333333
2022-04-24,8,5,954,11.1775
2022-04-25,5,576,16399,12.889999999999997
2022-04-26,11,205,13351,8.322727272727272
2022-04-27,2,1,135,16.49
